20160200|800012537|M00001|1041030003|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169169||0.00|163330.88||1|
20160200|800012537|M00002|1041030003|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169170||0.00|174269.12||1|
20160200|800012537|M00003|1041030002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Bancos Puente Clearing-1018230 como ref.||337600.00|0.00||1|
20160200|800012538|M00001|1041030003|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169169||163330.88|0.00||1|
20160200|800012538|M00002|6591010001|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Pago de deudor Misc Valor Pagos como ref.||0.00|0.81||1|
20160200|800012538|M00003|1212100000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169169||0.00|156119.91||1|
20160200|800012538|M00004|7760010001|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Pago de deudor Gan/Perd Realizada como ref.||0.00|7210.16||1|
20160200|800012538|M00005|5911010002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Pago de deudor ORI - traduccion como ref.||0.00|0.00||1|
20160200|800012539|M00001|1041030003|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169170||174269.12|0.00||1|
20160200|800012539|M00002|1212100000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|en soles||147610.63|0.00||1|
20160200|800012539|M00003|1212100000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|2169170||0.00|307670.46||1|
20160200|800012539|M00004|7760010001|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Pago de deudor Gan/Perd Realizada como ref.||0.00|14209.29||1|
20160200|800012539|M00005|5911010002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Pago de deudor ORI - traduccion como ref.||0.00|0.00||1|
20160200|1000025612|M00001|4699010001|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Gtos viajes emplead. HUAMAN como ref.||0.00|822.09||1|
20160200|1000025612|M00002|6250010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Comidas                  19012029 HUAMANRIOS HECTO||80.50|0.00||1|
20160200|1000025612|M00003|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|BUS/TAXI/TRAIN/FERRY     19012029 HUAMANRIOS HECTO||52.50|0.00||1|
20160200|1000025612|M00004|6315010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|GAS/PETROL               19012029 HUAMANRIOS HECTO||30.00|0.00||1|
20160200|1000025612|M00005|6250020000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Otros Gastos               19012029 HUAMANRIOS HECTO||11.50|0.00||1|
20160200|1000025612|M00006|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Estacionamiento 19012029 HUAMANRIOS HECTO||25.00|0.00||1|
20160200|1000025612|M00007|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Estacionamiento 19012029 HUAMANRIOS HECTO||3.00|0.00||1|
20160200|1000025612|M00008|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Estacionamiento 19012029 HUAMANRIOS HECTO||5.00|0.00||1|
20160200|1000025612|M00009|6315010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|GAS/PETROL               19012029 HUAMANRIOS HECTO||144.49|0.00||1|
20160200|1000025612|M00010|6250010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Comidas                  19012029 HUAMANRIOS HECTO||184.50|0.00||1|
20160200|1000025612|M00011|6373010002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Comidas  19012029 HUAMANRIOS HECTO||119.00|0.00||1|
20160200|1000025612|M00012|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Estacionamiento 19012029 HUAMANRIOS HECTO||54.00|0.00||1|
20160200|1000025612|M00013|6373010002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Comidas  19012029 HUAMANRIOS HECTO||112.60|0.00||1|
20160200|1000025613|M00001|4699010001|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Gtos viajes emplead. RONALD EST como ref.||0.00|700.50||1|
20160200|1000025613|M00002|6315010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|GAS/PETROL               41004496 ESTREMADOYRO RON||120.00|0.00||1|
20160200|1000025613|M00003|6373010002|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Comidas  41004496 ESTREMADOYRO RON||111.00|0.00||1|
20160200|1000025613|M00004|6313010000|||PEN|0|0|00|-|-|01/01/0001|01/01/0001|01/12/2015|Peajes                  41004496 ESTREMADOYRO RON||20.00|0.00||1|
