20151200|186017897|M00003|01/12/2015|01/01/0001|01|0003|25158||6|20506556105|REPRESENTACIONES NIRO SAC|0.00|9570.96|0.00|0.00|0.00|1722.77|0.00|0.00|0.00|11293.73|3.376|01/01/0001|00|-|-|0.00|1|
20151200|186017898|M00003|01/12/2015|01/01/0001|01|0003|25159||6|20510873727|CENTRO DE DIAGNOSTICO SAN ISIDRO|0.00|747.65|0.00|0.00|0.00|134.58|0.00|0.00|0.00|882.23|3.376|01/01/0001|00|-|-|0.00|1|
20151200|186017899|M00003|01/12/2015|01/01/0001|01|0003|25160||6|20439194236|DROFAR E.I.R.L.|0.00|10128.00|0.00|0.00|0.00|1823.04|0.00|0.00|0.00|11951.04|3.376|01/01/0001|00|-|-|0.00|1|
20151200|0|M00001|01/12/2015|01/01/0001|01|0003|25161||0|-|ANULADO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.000|01/01/0001|00|-|-|0.00|2|
20151200|186017900|M00003|02/12/2015|01/01/0001|01|0003|25162||6|20506556105|REPRESENTACIONES NIRO SAC|0.00|15956.33|0.00|0.00|0.00|2872.14|0.00|0.00|0.00|18828.47|3.377|01/01/0001|00|-|-|0.00|1|
20151200|186017901|M00005|02/12/2015|01/01/0001|01|0003|25163||6|20504080197|SERV. MEDICOS DE DIAGNOSTICO S.A.|0.00|396.56|0.00|0.00|0.00|71.38|0.00|0.00|0.00|467.94|3.377|01/01/0001|00|-|-|0.00|1|
20151200|186017902|M00005|02/12/2015|01/01/0001|01|0003|25164||6|20502454111|TOMOGRAFIA MEDICA SAC|0.00|9642.01|0.00|0.00|0.00|1735.56|0.00|0.00|0.00|11377.57|3.377|01/01/0001|00|-|-|0.00|1|
20151200|186017903|M00005|02/12/2015|01/01/0001|01|0003|25165||6|20519023351|THI MEDICAL S.A.C.|0.00|3777.85|0.00|0.00|0.00|680.01|0.00|0.00|0.00|4457.86|3.377|01/01/0001|00|-|-|0.00|1|
20151200|186017904|M00003|02/12/2015|01/01/0001|01|0003|25166||6|20510283415|CVD MEDICAL E.I.R.L.|0.00|72315.08|0.00|0.00|0.00|13016.71|0.00|0.00|0.00|85331.79|3.377|01/01/0001|00|-|-|0.00|1|
20151200|186017905|M00005|02/12/2015|01/01/0001|01|0003|25167||6|20535773263|DIST. MEDICA DIAGNOSTICA SAC|0.00|6078.60|0.00|0.00|0.00|1094.15|0.00|0.00|0.00|7172.75|3.377|01/01/0001|00|-|-|0.00|1|
20151200|0|M00002|02/12/2015|01/01/0001|01|0003|25168||0|-|ANULADO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.000|01/01/0001|00|-|-|0.00|2|
