20140700|186014781||01/07/2014|01/01/0001|01|0003|12397||6|20101120288|DROGUERIA M Y M S.A.C|0.00|3355.20|0.00|0.00|0.00|603.94|0.00|0.00|0.00|3959.14|2.796|01/01/0001|00|-|-|0.00|1|
20140700|186014782||02/07/2014|01/01/0001|01|0003|12398||6|20433460597|MILK DENT IMPORT SAC|0.00|49658.78|0.00|0.00|0.00|8938.58|0.00|0.00|0.00|58597.36|2.797|01/01/0001|00|-|-|0.00|1|
20140700|186014783||02/07/2014|01/01/0001|01|0003|12399||6|20102271514|RADIOLOGICA SRL|0.00|3055.69|0.00|0.00|0.00|550.03|0.00|0.00|0.00|3605.72|2.797|01/01/0001|00|-|-|0.00|1|
20140700|186014793||03/07/2014|01/01/0001|01|0003|12400||6|20506556105|REPRESENTACIONES NIRO SAC|0.00|11800.38|0.00|0.00|0.00|2124.07|0.00|0.00|0.00|13924.45|2.795|01/01/0001|00|-|-|0.00|1|
20140700|186014794||03/07/2014|01/01/0001|01|0003|12401||6|20260239121|CEREMA S.A.|0.00|33540.00|0.00|0.00|0.00|6037.20|0.00|0.00|0.00|39577.20|2.795|01/01/0001|00|-|-|0.00|1|
20140700|186014795||03/07/2014|01/01/0001|01|0003|12402||6|20333483395|GAMEL SRL|0.00|88906.16|0.00|0.00|0.00|16003.11|0.00|0.00|0.00|104909.27|2.795|01/01/0001|00|-|-|0.00|1|
20140700|186014796||03/07/2014|01/01/0001|01|0003|12403||6|20509997340|INTERNATIONAL DIAGNOSTIC IMAGING|0.00|16071.25|0.00|0.00|0.00|2892.83|0.00|0.00|0.00|18964.08|2.795|01/01/0001|00|-|-|0.00|1|
20140700|186014797||03/07/2014|01/01/0001|01|0003|12404||6|20102271514|RADIOLOGICA SRL|0.00|202.64|0.00|0.00|0.00|36.47|0.00|0.00|0.00|239.11|2.795|01/01/0001|00|-|-|0.00|1|
20140700|186014798||04/07/2014|01/01/0001|01|0003|12405||6|20121905907|SERVICIOS RADIOLOGICOS SAC|0.00|1224.06|0.00|0.00|0.00|220.33|0.00|0.00|0.00|1444.39|2.785|01/01/0001|00|-|-|0.00|1|
20140700|186014799||04/07/2014|01/01/0001|01|0003|12406||6|20134923955|RADIOLOGOS SRL|0.00|3759.75|0.00|0.00|0.00|676.76|0.00|0.00|0.00|4436.51|2.785|01/01/0001|00|-|-|0.00|1|
20140700|186014800||04/07/2014|01/01/0001|01|0003|12407||6|20101120288|DROGUERIA M Y M S.A.C|0.00|1196.99|0.00|0.00|0.00|215.46|0.00|0.00|0.00|1412.45|2.785|01/01/0001|00|-|-|0.00|1|
20140700|186014801||04/07/2014|01/01/0001|01|0003|12408||6|20101120288|DROGUERIA M Y M S.A.C|0.00|3692.35|0.00|0.00|0.00|664.62|0.00|0.00|0.00|4356.97|2.785|01/01/0001|00|-|-|0.00|1|
