20140600|1000021376|M00001|01|1212100001|01/06/2014|Payables within 1 year Account 1050100|0.00|612.71||||1|
20140600|1000021376|M00002|01|4699010002|01/06/2014|Payables within 1 year Account 1050100|612.71|0.00||||1|
20140600|1000021378|M00001|01|1212100001|01/06/2014|Payables within 1 year Account 1050100|0.00|0.00||||1|
20140600|1000021378|M00002|01|4699010002|01/06/2014|Payables within 1 year Account 1050100|0.00|0.00||||1|
20140600|1000021396|M00001|01|1041030002|01/06/2014|Reclasificacion de Cuentas|13574.00|0.00||||1|
20140600|1000021396|M00002|01|1041030002|01/06/2014|Reclasificacion de Cuentas|5607.40|0.00||||1|
20140600|1000021396|M00003|01|1041030002|01/06/2014|Reclasificacion de Cuentas|4378.78|0.00||||1|
20140600|1000021396|M00004|01|1041010002|01/06/2014|Reclasificacion de Cuentas|0.00|13574.00||||1|
20140600|1000021396|M00005|01|1041010002|01/06/2014|Reclasificacion de Cuentas|0.00|5607.40||||1|
20140600|1000021396|M00006|01|1041010002|01/06/2014|Reclasificacion de Cuentas|0.00|4378.78||||1|
20140600|1000021396|M00007|01|1041010002|01/06/2014|Reclasificacion de Cuentas|323.00|0.00||||1|
20140600|1000021396|M00008|01|1041010002|01/06/2014|Reclasificacion de Cuentas|158.00|0.00||||1|
20140600|1000021396|M00009|01|1041030002|01/06/2014|Reclasificacion de Cuentas|0.00|323.00||||1|
20140600|1000021396|M00010|01|1041030002|01/06/2014|Reclasificacion de Cuentas|0.00|158.00||||1|
20140600|1000021397|M00001|01|4111010000|01/06/2014|Dif de Pago de Remuneraciones Planilla Mayo|0.01|0.00||||1|
20140600|1000021397|M00002|01|1041010002|01/06/2014|Dif de Pago de Remuneraciones Planilla Mayo|0.00|0.01||||1|
20140600|1000021398|M00001|01|1041030002|01/06/2014|Reclasificacion NC Americatel 7600000225|0.00|2.45||||1|
20140600|1000021398|M00002|01|4891000002|01/06/2014|Reclasificacion NC Americatel 7600000225|2.45|0.00||||1|
20140600|1000021399|M00001|01|1041030002|01/06/2014|Omnia Medica F/001-32290 Detraccion|100.00|0.00||||1|
20140600|1000021399|M00002|01|4018910001|01/06/2014|Omnia Medica F/001-32290 Detraccion|0.00|100.00||||1|
20140600|1000021400|M00001|01|6364010002|01/06/2014|Gastos adicionales de telefono 985091899 Abril|35.00|0.00||||1|
20140600|1000021400|M00002|01|1041030002|01/06/2014|Gastos adicionales de telefono 985091899 Abril|0.00|35.00||||1|
20140600|1000021675|M00001|01|4521001000|01/06/2014|Dif de Cambio Leasing|876.98|0.00||||1|
20140600|1000021675|M00002|01|4552001000|01/06/2014|Dif de Cambio Leasing|106.75|0.00||||1|
20140600|1000021675|M00003|01|3731001000|01/06/2014|Dif de Cambio Leasing|0.00|876.98||||1|
20140600|1000021675|M00004|01|6760010001|01/06/2014|Dif de Cambio Leasing|0.00|106.75||||1|
20140600|1000021676|M00001|01|4521001000|01/06/2014|D.Cambio CxP Leasing BCP|697.56|0.00||||1|
20140600|1000021676|M00002|01|4552001000|01/06/2014|D.Cambio CxP Leasing BCP|76.14|0.00||||1|
20140600|1000021676|M00003|01|3731001000|01/06/2014|D.Cambio CxP Leasing BCP|0.00|697.56||||1|
20140600|1000021676|M00004|01|6760010001|01/06/2014|D.Cambio CxP Leasing BCP|0.00|76.14||||1|
20140600|1000021677|M00001|01|4521001000|01/06/2014|DC Cx P Leasing|0.00|4244.49||||1|
20140600|1000021677|M00002|01|4552001000|01/06/2014|DC Cx P Leasing|0.00|446.46||||1|
20140600|1000021677|M00003|01|3731001000|01/06/2014|DC Cx P Leasing|4244.49|0.00||||1|
20140600|1000021677|M00004|01|7760010003|01/06/2014|DC Cx P Leasing|446.46|0.00||||1|
20140600|1200028947|M00001|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|312.55||||1|
20140600|1200028947|M00002|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|312.55|0.00||||1|
20140600|1200028947|M00003|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|15.10||||1|
20140600|1200028947|M00004|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|15.10|0.00||||1|
20140600|1200028947|M00005|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|627.58||||1|
20140600|1200028947|M00006|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|627.58|0.00||||1|
20140600|1200028947|M00007|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|9.22||||1|
20140600|1200028947|M00008|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|9.22|0.00||||1|
20140600|1200028947|M00009|01|6911110002|01/06/2014|ML Settlement ZFIE0115|404.82|0.00||||1|
20140600|1200028947|M00010|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|0.00|404.82||||1|
20140600|1200028947|M00011|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|0.00||||1|
20140600|1200028947|M00012|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|0.00|0.00||||1|
20140600|1200028947|M00013|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|108.54||||1|
20140600|1200028947|M00014|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|108.54|0.00||||1|
20140600|1200028947|M00015|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|11.88||||1|
20140600|1200028947|M00016|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|11.88|0.00||||1|
20140600|1200028949|M00001|01|6911110002|01/06/2014|ML Settlement ZFIE0115|245.10|0.00||||1|
20140600|1200028949|M00002|01|6911112001|01/06/2014|Contab. cta.mayor COSTO DE VTAS (L) como ref.|0.00|245.10||||1|
20140600|1200028949|M00003|01|6911110002|01/06/2014|ML Settlement ZFIE0115|0.00|0.00||||1|
